Facility.ID,Jurisdiction,State,Name,Date,source,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Recovered,Staff.Recovered,Residents.Tadmin,Staff.Tested,Residents.Negative,Staff.Negative,Residents.Pending,Staff.Pending,Residents.Quarantine,Staff.Quarantine,Residents.Active,Population.Feb20,Residents.Population,Residents.Tested,Residents.Initiated,Residents.Completed,Residents.Vadmin,Staff.Population,Staff.Initiated,Staff.Completed,Staff.Vadmin,Address,Zipcode,City,County,Latitude,Longitude,County.FIPS,HIFLD.ID,jurisdiction_scraper,Description,Security,Age,Gender,Is.Different.Operator,Different.Operator,Capacity,BJS.ID,Source.Population.Feb20,Source.Capacity,Website,ICE.Field.Office
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-03,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-04,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-05,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-06,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-07,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-08,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-09,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-10,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-11,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-12,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-13,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-14,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-15,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-16,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-17,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-18,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-19,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-20,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-21,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-22,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-23,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-24,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-25,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-26,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-27,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-28,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-29,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-30,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-05-31,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2305,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-01,http://www.doc.state.al.us/StatReports,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-02,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-03,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-04,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-05,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-06,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-07,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-08,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-09,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-10,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-11,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-12,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-13,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-14,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-15,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-16,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-17,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-18,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-19,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-20,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-21,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-22,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-23,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-24,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-25,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-26,NA,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-27,NA,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-28,NA,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
23,state,Alabama,LIMESTONE CORRECTIONAL FACILITY,2020-06-29,NA,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,2240,NA,NA,NA,NA,NA,NA,NA,NA,28779 NICK DAVIS RD,35749,HARVEST,LIMESTONE,34.81254392,-86.80413307,1083,10000129,state,Prison,Med,Adult,Male,FALSE,NA,2086,010000000072900000000,HIFLD,HIFLD,http://www.doc.state.al.us/FacAddr.aspx,NA
